,title,link,summary,published,tags,category,credit,source
320,‚Je to náš první test.‘ Na cestě k izraelské vládě bez Netanjahua stojí podle Lapida ještě mnoho překážek,https://www.irozhlas.cz/zpravy-svet/izrael-benjamin-netanjahu-vlada-jair-lapid-naftali-benet-opozice-sestaveni-vlady_2105312047_gak,"Vůdce izraelské opozice Jaír Lapid prohlásil, že se blíží konec éry Benjamina Netanjahua. Novou kapitolu dějin Izraele předpověděl už na příští týden. Zopakoval tak přesvědčení, že se mu do středečního konce lhůty podaří sestavit novou vládu. Lapid zároveň připustil, že koaliční jednání musí vyřešit ještě řadu překážek. Dosavadní premiér Netanjahu vládne Izraeli už 12 souvislých let.",2021-05-31 18:47:00,[],Zprávy ze světa,,irozhlas.cz
300,"Zeman podpořil pokračování vlády, řekl v Lánech Babiš. Na hlasování o nedůvěře prezident nedorazí",https://www.irozhlas.cz/zpravy-domov/milos-zeman-prezident-andrej-babis-vlada-opozice-hlasovani-o-neduvere-kscm_2105312144_gak,"Prezident Miloš Zeman na večerní schůzce s premiérem zopakoval podporu menšinovému kabinetu hnutí ANO a ČSSD. Po jednání na zámku v Lánech to řekl předseda vlády a šéf hnutí ANO Andrej Babiš. Prezidenta informoval o tom, že komunisté se o postoji k hlasování o vyslovení nedůvěry vládě rozhodnou až ve čtvrtek. O důvěře kabinetu by ten den měli jednat poslanci.",2021-05-31 19:44:00,[],Zprávy z domova,,irozhlas.cz
340,Švédsko se s mistrovstvím světa loučí. Prohra s Ruskem na nájezdy posouvá do čtvrtfinále Čechy,https://www.irozhlas.cz/sport/hokej/ms-hokej-mistrovstvi-sveta-riga-rusko-svedsko-postup_2105312149_bac,"Švédsko poprvé od zavedení současného systému šampionátu končí na mistrovství světa už v základní skupině, rozhodla o tom pondělní prohra na nájezdy s Ruskem. Seveřané potřebovali k postupu do vyřazovací části získat alespoň dva body a následně spoléhat na úterní výhru Slovenska nad Českem, v samostatných nájezdech však proti lídrovi skupiny A neuspěli. Češi mají nyní jistou účast do čtvrtfinále, se Slovenskem se utkají o postup ze třetího místa.",2021-05-31 19:49:00,[],Sport,,irozhlas.cz
420,Arktidu můžou kvůli změně klimatu trápit ‚zombie požáry‘. Přezimují pod sněhem a znovu vzplanou,https://www.irozhlas.cz/veda-technologie/priroda/arkticke-lesy-zombie-pozary-zima_2105312235_kuc,"Arktické lesy v poslední době podléhají častějším požárům. Malá část z nich dokáže v tajze přezimovat pod sněhem a posléze znovu vzplanout. Vědci objasnili, že tyto „zombie požáry“, jak jim přezdívají, bývají pozůstatkem po extrémně horkém létě, kdy oheň proniká hluboko do půdy. Upozorňují, že kvůli postupující změně klimatu by se tyto požáry mohly v Arktidě vyskytovat čím dál častěji.",2021-05-31 20:35:00,[],Věda a technologie,,irozhlas.cz
320,"Britská je alfa, indická delta. Světová zdravotnická organizace nově označuje mutace podle řecké abecedy",https://www.irozhlas.cz/zpravy-svet/recka-abeceda-mutace-koronaviru_2105312317_kuc,"Světová zdravotnická organizace (WHO) v pondělí představila nový systém pro pojmenovávání různých variant koronaviru. Pro jednotlivé mutace začala používat řeckou abecedu. Řídí se tím, kdy byly poprvé objeveny. Takzvanou britskou mutaci nyní tedy označuje jako alfa, jihoafrická je beta, brazilská gama a indická nese název delta.",2021-05-31 21:17:00,[],Zprávy ze světa,,irozhlas.cz
420,"Houby by v budoucnu mohly likvidovat plasty, radioaktivní odpad i pomoci v kolonizaci Marsu",https://www.irozhlas.cz/veda-technologie/veda/veda-houba-mycelium-plasty-zivotni-prostredi-vesmir-nasa-svet-ve-20-minutach_2105312340_gak,"Houba požírající umělou hmotu by mohla vyřešit problém s plastovým odpadem. Ale může to být nejen klíč k vyčištění naší planety, ale i důležitý nástroj k vytvoření nového světa na Marsu, upozorňuje britský deník The Times. Mycelium, síť vláken, která tvoří hlavní část houby, totiž oplývá skutečně pozoruhodnými vlastnostmi.",2021-05-31 21:40:00,[],Věda a technologie,,irozhlas.cz
300,"Očkovat děti je velice důležité. Ke kolektivní imunitě se bez nich nedostaneme, říká biochemik Trnka",https://www.irozhlas.cz/zpravy-domov/dvacet-minut-radiozurnalu-jan-trnka-covid-19-ockovani-deti-koronavirus-rozhovor_2106010010_gak,"Je současné rozvolňování vládních restrikcí správně načasované? Jak zabránit tomu, aby se epidemická situace v zemi opět zhoršila? Jak velkým rizikem je takzvaná indická mutace? A postupuje očkování proti covidu-19 dostatečným tempem? Hostem Vladimíra Kroce ve Dvaceti minutách Radiožurnálu byl přednosta Ústavu biochemie při 3. lékařské fakultě Univerzity Karlovy Jan Trnka.",2021-05-31 22:10:00,[],Zprávy z domova,,irozhlas.cz
0,"Volby by v květnu vyhráli Piráti a Starostové, Šlachtova Přísaha je procento od sněmovny",https://www.lidovky.cz/domov/volby-by-v-kvetnu-vyhrali-pirati-a-starostove-rozdil-mezi-koalici-a-ano-se-podle-medianu-zmensil.A210601_115210_ln_domov_lidr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Sněmovní volby by v květnu vyhrála koalice Pirátů a Starostů se ziskem 24 procent hlasů. Druhé ANO by podpořilo 23 procent voličů. Vyplývá to z v úterý zveřejněných výsledků volebního modelu agentury Median. Ve srovnání s dubnem klesla podpora Pirátů a Starostů o tři procentní body. ANO si naopak o dva body polepšilo.,2021-06-01 09:54:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
1,"Poslanci odevzdali podpisy pro hlasování o nedůvěře, schůze Sněmovny proběhne ve čtvrtek",https://www.lidovky.cz/domov/poslanci-odevzdali-podpisy-pro-hlasovani-o-neduvere-schuze-snemovny-probehne-ve-ctvrtek.A210601_113151_ln_domov_lidr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Schůze Sněmovny k hlasování o nedůvěře vládě se uskuteční ve čtvrtek od 09:00, poslanci koalice Spolu (ODS, KDU-ČSL, TOP 09) a Pirátů a hnutí STAN v úterý odevzdali předsedovi dolní komory potřebné podpisy ke svolání mimořádného jednání. Na tiskové konferenci stran to řekl první místopředseda a šéf poslanců ODS Zbyněk Stanjura. Kabinet zatím nemá zajištěnou podporu.",2021-06-01 09:34:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
2,"Očkovací portál hlásí výpadky, lidé mají problémy se stahováním certifikátů o očkování či testu",https://www.lidovky.cz/domov/potvrzeni-o-testu-nakaze-ci-ockovani-snadno-lide-si-mohou-ho-mohou-stahnout-z-webu.A210601_101204_ln_domov_lidr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Stahování certifikátů o očkování, testu či nákaze covidem-19 z webu Očkovací portál občana může být krátkodobě nedostupné. Na twitteru to uvedli zástupci projektu Chytrá karanténa, který zajišťuje propojení elektronických systémů souvisejících s epidemií koronaviru. Někteří lidé v úterý podle zjištění redakce nemohli potvrzení stáhnout, některé údaje jim v systému chyběli nebo dlouho čekali na potvrzovací SMS zprávu pro přihlášení.",2021-06-01 09:03:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
3,"Od konce srpna přibylo v pondělí nejméně nakažených covidem, laboratoře jich prokázaly 514",https://www.lidovky.cz/domov/od-konce-srpna-pribylo-v-pondeli-nejmene-nakazenych-covidem-laboratore-jich-prokazali-514.A210601_080110_ln_domov_lidr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"V Česku v pondělí přibylo 514 potvrzených případů onemocnění covid-19. Je to nejnižší nárůst za první pracovní den od konce loňského srpna. V mezitýdenním srovnání klesl počet pozitivně otestovaných zhruba o čtvrtinu. Zdravotníci aplikovali téměř 90 tisíc dávek očkování, dosud nejvíc za pondělí. Počet plně naočkovaných lidí v Česku se blíží 1,5 milionu. Vyplývá to z údajů na webu ministerstva zdravotnictví.",2021-06-01 08:21:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
4,"Autobus v Brně naboural do lampy veřejného osvětlení, jedenáct lidí se zranilo",https://www.lidovky.cz/domov/autobus-v-brne-naboural-do-lampy-verejneho-osvetleni-jedenact-lidi-se-zranilo.A210601_064955_ln_domov_rkj#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Příčinou úterní noční nehody autobusu městské hromadné dopravy v Brně, při které se zranilo 11 lidí, mohla být zdravotní indispozice řidiče či technická závada. Škoda je vyčíslena na 3,25 milionu korun. ČTK to řekl mluvčí policie Petr Vala.",2021-06-01 07:26:00,['Zprávy - Domov'],Zprávy z domova,HZS JMK,lidovky.cz
5,Čtyři antigenní testy a dva PCR zdarma. V červnu mohou lidé podstoupit testování bez předpisu,https://www.lidovky.cz/domov/ctyri-antigenni-testy-a-dva-pcr-zdarma-v-cervnu-mohou-lide-podstoupit-testovani-bez-predpisu.A210601_070557_ln_domov_lidr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"V červnu budou mít lidé hrazeny z veřejného zdravotního pojištění dva PCR testy na nemoc covid-19 a čtyři antigenní testy. Schválila to minulý týden vláda. Dosud mohly být hrazeny antigenní testy každé tři dny, ale dražší PCR test musel předepsat lékař či hygienik. Bez předpisu si museli lidé zaplatit PCR test sami.",2021-06-01 05:09:00,['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz
6,"Není Pfizer jako Pfizer. Češi, kteří se naočkovali v zahraničí, můžou mít problém",https://www.lidovky.cz/domov/neni-pfizer-jako-pfizer-ockovali-se-mimo-eu-cesko-jim-vakcinaci-neuznava.A210531_200027_ln_domov_tmr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Paní Hana se chtěla nechat očkovat ve Spojených státech, vadilo jí, že v Česku si nemůže vybrat typ proticovidové vakcíny. Jenže narazila: doma by jí zámořská injekce byla k ničemu. „Situace, kdy mi očkování v Evropě neuznají, vše mění. Rozhodnu-li se očkovat, bude to u nás,“ říká.",2021-06-01 03:00:00,['Zprávy - Domov'],Zprávy z domova,Reuters,lidovky.cz
30,Vědkyně z Oxfordu jako agentka ČSSR. Profesorka měla předávat informace o jaderném výzkumu,https://www.lidovky.cz/svet/vedkyne-z-oxfordu-jako-agentka-cssr-profesorka-mela-predavat-informace-o-jadernem-vyzkumu.A210601_071713_ln_zahranici_lidr#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Vědkyně z Oxfordské univerzity v 80. letech 20. století předávala citlivé informace o britském a americkém jaderném výzkumu agentům ze svého rodného Československa, píše britský bulvární list Daily Mail. Deník se ve své zprávě odkazuje na odtajněné spisy z archivu bezpečnostních složek v Praze. Profesorka Jiřina Stoneová podle listu řekla, že agentům předala pouze bezvýznamné informace a její jednání bylo nezbytné, aby zabránila odplatě komunistického režimu vůči jejím dětem.",2021-06-01 05:23:00,['Zprávy - Svět'],Zprávy ze světa,Shutterstock,lidovky.cz
31,"‚Buď budou páté volby, nebo vláda jednoty.‘ Izrael čeká změna premiéra, Netanjahua zřejmě vystřídá Bennett",https://www.lidovky.cz/svet/bud-budou-pate-volby-nebo-vlada-jednoty-izrael-ceka-zmena-premiera-netanjahua-vystrida-bennett.A210531_220951_ln_zahranici_lros#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"V Izraeli se formuje široká koaliční vláda, jejímž cílem je politicky vyšachovat dlouholetého premiéra Benjamina Netanjahua. Vést by ji mohl pravicově konzervativní politik Naftali Bennett, jehož s „Bibim“ váže bohatá historie politická i osobní.",2021-06-01 03:00:00,['Zprávy - Svět'],Zprávy ze světa,Reuters,lidovky.cz
32,"Svazek Ruska a Běloruska je nepřerušitelný. Na Západ nechce ani Lukašenko, ani jeho opozice",https://www.lidovky.cz/svet/svazek-ruska-a-beloruska-je-neprerusitelny-na-zapad-nechce-ani-lukasenko-ani-jeho-opozice.A210531_193558_ln_zahranici_ele#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"SVĚTOVÝ PODCAST: Likvidace nezávislých médií a politické opozice v Bělorusku nenechala v klidu ani obvykle nečinnou Evropskou unii. I po nečekaně tvrdé reakci Západu je stále neochvějným vládcem Běloruska prezident Lukašenko, který se dříve neštítil ani politických vražd. „Běloruská opozice nechce měnit směr země, pouze styl vládnutí,“ říká korespondent LN z Moskvy Jiří Just v novém dílu podcastu šéfa zahraniční rubriky Roberta Schustera.",2021-06-01 03:00:00,['Zprávy - Svět'],Zprávy ze světa,Lidovky.cz,lidovky.cz
60,"Williamsová podpořila Ósakaovou: Soucítím s Naomi, chtěla bych ji obejmout",https://www.lidovky.cz/sport/ostatni-sporty/williamsova-podporila-osakaovou-soucitim-s-naomi-chtela-bych-ji-obejmout.A210601_102835_ln-sport-ostatni_lidr#utm_source=rss&utm_medium=feed&utm_campaign=ln_sport&utm_content=main,"Americká tenistka Serena Williamsová podpořila Naomi Ósakaovou, která po aféře kolem bojkotu tiskových konferencí odstoupila z probíhajícího Roland Garros. Bývalá světová jednička vyzvala média, aby dala třiadvacetileté Japonce čas a prostor vyřešit psychické problémy.",2021-06-01 08:31:00,['Sport - Ostatní sporty'],Sport,ČTK,lidovky.cz
61,"Bojkot médií a odstoupení ze slavného turnaje. Ósakaová skončila na French Open, Williamsová ji podpořila",https://www.lidovky.cz/sport/ostatni-sporty/bojkot-medii-a-odstoupeni-ze-slavneho-turnaje-osakaova-vynecha-french-open-chysta-se-stahnout.A210601_085939_ln-sport-ostatni_lidr#utm_source=rss&utm_medium=feed&utm_campaign=ln_sport&utm_content=main,"Japonská tenistka Naomi Ósakaová na twitteru oznámila, že odstoupí z French Open. Světová dvojka před začátkem grandslamového turnaje vyvolala pozdvižení úmyslem bojkotovat média, což zdůvodnila ochranou svého duševního zdraví. Za své rozhodnutí ale sklidila převážně kritiku. Nyní se hodlá stáhnout.",2021-06-01 07:03:00,['Sport - Ostatní sporty'],Sport,Lidovky.cz,lidovky.cz
62,"VIDEO: Montreal otočil sérii s Torontem a jde dál, Bostonu nestačila ani Pastrňákova asistence",https://www.lidovky.cz/sport/hokej/video-montreal-otocil-serii-s-torontem-a-jde-dal-bostonu-nestacila-ani-pastrnakova-asistence.A210601_072504_ln-sport-hokej_lidr#utm_source=rss&utm_medium=feed&utm_campaign=ln_sport&utm_content=main,"Asistence českého útočníka Davida Pastrňáka nepomohla Bostonu k druhému vítězství ve čtvrtfinále play off NHL. Hokejisté New York Islanders porazili Bruins 4:3 v prodloužení a srovnali stav série na 1:1. Montreal v rozhodujícím sedmém zápase série vyhrál v Torontu 3:1 a stal se posledním celkem, který si zajistil postup do druhého kola Stanley Cupu.",2021-06-01 06:21:00,['Sport - Hokej'],Sport,Reuters,lidovky.cz
63,"Zamíří brankář Vaclík do Realu Madrid? Nemohu nic potvrdit, říká jeho agent Nehoda",https://www.lidovky.cz/sport/fotbal/zamiri-brankar-vaclik-do-realu-madrid-nemohu-nic-potvrdit-rika-jeho-agent-nehoda.A210531_225618_ln-sport-fotbal_effe#utm_source=rss&utm_medium=feed&utm_campaign=ln_sport&utm_content=main,"Když se o té zprávě fotbalový brankář Tomáš Vaclík během pražského srazu národního týmu dozvěděl, byl překvapený. „Ani já zatím nemůžu tuhle informaci potvrdit, čekám na vyjádření svého španělského kolegy,“ řekl agent David Nehoda v pondělí dopoledne ke spekulacím, podle nichž má o jeho klienta zájem Real Madrid.",2021-06-01 05:05:00,['Sport - Fotbal'],Sport,Reuters,lidovky.cz
64,"Derby nakonec bez spekulací, Češi ale narazí na nažhaveného rivala se ‚slovenským Jágrem‘ v sestavě",https://www.lidovky.cz/sport/hokej/derby-nakonec-bez-spekulaci-cesi-ale-narazi-na-nazhaveneho-rivala-se-slovenskym-jagrem-v-sestave.A210531_233359_ln-sport-hokej_atv#utm_source=rss&utm_medium=feed&utm_campaign=ln_sport&utm_content=main,"Nakonec to nebude tak vyhecované derby, jak mohlo být. Před úterním odpoledním duelem (15.15 hodin, sledujeme on-line) mají Češi i Slováci jistotu postupu do čtvrtfinále. Navíc téměř jistě skončí na 3. a 4. příčce tabulky skupiny A, takže si mezi sebe rozdělí nejlepší týmy skupiny B, Finsko a Ameriku. „Na Čechy si věříme,“ zní z tábora mladého týmu kanadského kouče Grega Ramseyho, za který poslední dva duely zářil sedmnáctiletý zázrak Juraj Slafkovský.",2021-06-01 03:00:00,['Sport - Hokej'],Sport,ČTK,lidovky.cz
120,DIVADELNÍ OKÉNKO: Nabroušený jazyk dnešní doby. Švandovo divadlo uvádí Cyrana z Bergeracu,https://www.lidovky.cz/kultura/divadelni-okenko-nabrouseny-jazyk-dnesni-doby-svandovo-divadlo-uvadi-cyrana-z-bergeracu.A201007_154427_ln_kultura_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_kultura&utm_content=main,"Jen deset měsíců od světové premiéry v Londýně uvede Švandovo divadlo inscenaci přepisu Cyrana z Bergeracu od Martina Crimpa. Šermování kordy v ní ale nečekejte, vášnivý příběh promluví k divákům ostře nabroušeným jazykem dnešní doby, kde slovo je prostředkem lásky, ale i nástrojem manipulace a moci. Hru režíruje Martin Františák, výtečný český překlad vytvořila Ester Žantovská. V roli Cyrana uvidíme Luboše Veselého, Roxanu ztvární Natálie Řehořová.",2021-06-01 08:00:00,['Zprávy - Kultura'],Kultura,Švandovo divadlo,lidovky.cz
150,"Přestat kouřit? Chce to plán, ale odvykání  není levná záležitost",https://www.lidovky.cz/relax/zdravi/prestat-kourit-chce-to-plan-ale-odvykani-neni-levna-zalezitost.A210526_102752_ln-zdravi_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln-zdravi&utm_content=main,"Třetina kuřáků v Česku zkusila během předloňského roku přestat kouřit. Kdo hlavně? Lidé po třicítce, svorně muži i ženy. Většinu k tomu rozhodnutí přiměla rodina či negativní dopady na zdraví.",2021-06-01 03:00:00,['Relax - Zdraví'],Zdraví,Shutterstock,lidovky.cz
210,"Červnová obloha: Částečné zatmění Slunce, noční svítící oblaka i ‚trojice jasných objektů’",https://www.lidovky.cz/relax/zajimavosti/cervnova-obloha-castecne-zatmeni-slunce-nocni-svitici-oblaka-i-trojice-jasnych-objektu.A210601_095017_ln-zajimavosti_lidr#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Největší červnovou událostí na obloze bude částečné zatmění Slunce, které nastane 10. června. Půjde o nejvýše položené sluneční zatmění, pozorovatelné z území Česka a Slovenska, až do roku 2179. Následující týdny jsou také obdobím nočních svítících oblak, která se letos poprvé objevila nezvykle brzy. Na nebi lze nyní pozorovat i jasné planety, sdělil v pondělí ČTK astronom Petr Horálek z Fyzikálního ústavu Slezské univerzity v Opavě.",2021-06-01 07:58:00,['Relax - Zajímavosti'],Zajímavosti,Lidové noviny,lidovky.cz
211,Náhle zemřel odborník na fotografii a vysokoškolský pedagog Filip Láb,https://www.lidovky.cz/relax/lide/zemrel-odbornik-na-fotografii-a-vysokoskolsky-pedagog-filip-lab.A210601_093552_lide_jto#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"V úterý zemřel ve věku 45 let teoretik fotografie Filip Láb, který za svého života publikoval celou řadu odborných textů. U některých z nich byl autorem spolu se svou matkou Alenou Lábovou, taktéž pedagožkou. O jeho smrti informovala na svém webu Fakulta sociálních věd Univerzity Karlovy.",2021-06-01 07:55:00,['Relax - Lidé'],Zajímavosti,IKSŽ,lidovky.cz
212,‚Kulhavý ďábel‘ Bartík bránil nacistům v infiltraci do Československa. Zpravodajci ocenili svého patrona,https://www.lidovky.cz/relax/lide/zpravodajci-ocenili-sveho-patrona.A210531_215747_lide_lros#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Kalendář ten den ukazoval 14. března 1939, když v Praze v odpoledních hodinách nastoupilo do nákladního letadla Douglas 11 československých vojenských důstojníků. Schylovalo se k vypuknutí druhé světové války a oni mířili do Británie. Věděli, že v tehdejším Československu už pro ně nebude bezpečno. Místo na palubě tehdy zaujal i tehdejší major Josef Bartík, zkušený kontrašpionážní zpravodajec.",2021-06-01 03:00:00,['Relax - Lidé'],Zajímavosti,MAFRA,lidovky.cz
213,Příprava listového těsta je výzva i pro zkušené pekařky. Jak na lahodné domácí kremrole?,https://www.lidovky.cz/relax/dobra-chut/priprava-listoveho-testa-je-vyzva-i-pro-zkusene-pekarky-jak-na-lahodne-domaci-kremrole.A210530_154315_dobra-chut_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Podle starého pořekadla je na listové alias lístkové těsto potřeba nové máslo – a staré koště. To koště proto, aby dobře roztopilo troubu, která má být tak vyhřátá, aby do ní vložený papír v mžiku zežloutl.",2021-06-01 03:00:00,['Relax - Dobrá chuť'],Zajímavosti,Shutterstock,lidovky.cz
214,"Připravit sklenice, láhve a notebook. Jak probíhá virtuální degustace maďarských vín?",https://www.lidovky.cz/relax/dobra-chut/pripravit-sklenice-lahve-a-notebook-jak-probiha-virtualni-degustace-madarskych.A210530_150202_dobra-chut_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Do online prostoru se v posledním roce přesunula řada aktivit, a to nejen nakupování v e-shopech, ale také třeba zážitky spojené s gastronomií. Koho by napadlo, že je možné uspořádat virtuální degustaci vín. Vyzkoušeli jsme, jaké to je, přenést se do několika maďarských regionů, které jsou svým vinohradnictvím vyhlášené.",2021-06-01 03:00:00,['Relax - Dobrá chuť'],Zajímavosti,PAVEL KOŠULIČ,lidovky.cz
215,"Očkuje se jako o život. Injekci vám píchnou i na parkovišti u nákupního centra, říká Češka žijící v Itálii",https://www.lidovky.cz/cestovani/ockuje-se-jako-o-zivot-injekci-vam-pichnou-i-na-parkovisti-u-nakupniho-centra-rika-ceska-zijici-v-it.A210528_213300_ln-cestovani_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Spisovatelka Martina Leierová procestovala velkou část světa, od roku 2019 žije v Římě, odkud pracuje pro řadu českých novin. „V Česku nejsem, vidím to jen z dálky, ale ten chaos v opatřeních i restrikcích je bohužel vidět i odtud… Tady vždy vláda schválila takzvaný dekret, který byl závazný. Z něj se vycházelo, než vydali nový, který reagoval na aktuální situaci. Druhé kolo ministrů zdravotnictví během tak krátké doby je pravděpodobně světový unikát,“ říká.",2021-06-01 03:00:00,['Relax - Cestování'],Zajímavosti,Archiv Martiny Leierové,lidovky.cz
216,Jak se staví kostel? Brněnský architekt Štěpán používá i netradiční motivy - třeba koloběžku na fasádě,https://www.lidovky.cz/relax/lide/jeho-sakralni-stavby-jsou-vyjimecne-najdete-v-nich-strop-s-papilarnimi-otisky-i-kolobezku-na-fasade.A210528_150943_lide_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Nový brněnský kostel blahoslavené Marie Restituty je nepřehlédnutelný. Vytvořil jej architekt Marek Jan Štěpán, který má na kontě už pět sakrálních novostaveb. Proč jsou pro něj důležité oblé tvary a jak mu voní kostel z betonu?",2021-06-01 03:00:00,['Relax - Lidé'],Zajímavosti,Lenka Požárová,lidovky.cz
217,"Přestat kouřit? Chce to plán, ale odvykání  není levná záležitost",https://www.lidovky.cz/relax/zdravi/prestat-kourit-chce-to-plan-ale-odvykani-neni-levna-zalezitost.A210526_102752_ln-zdravi_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Třetina kuřáků v Česku zkusila během předloňského roku přestat kouřit. Kdo hlavně? Lidé po třicítce, svorně muži i ženy. Většinu k tomu rozhodnutí přiměla rodina či negativní dopady na zdraví.",2021-06-01 03:00:00,['Relax - Zdraví'],Zajímavosti,Shutterstock,lidovky.cz
218,KUBÁNÍK: Jak jsem chtěl do vysílání Marka Ebena a neuměl přečíst slovo dřevokazná,https://www.lidovky.cz/relax/lide/kubanik-jak-jsem-chtel-do-vysilani-marka-ebena-a-neumel-precist-slovo-drevokazna.A210517_134153_lide_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_relax&utm_content=main,"Dostal jsem nabídku, která se neodmítá - moderovat v Českém rozhlase Zlín svůj vlastní autorský pořad Na pohovce JK. Mé ego samozřejmě zajásalo, protože to je velká věc. Hned jsem začal přemýšlet nad tématy, která v éteru ohromí posluchače natolik, že mi vzápětí Radiožurnál nabídne moderování dopoledních rozhovorů, když bude mít zrovna Lucie Výborná dovolenou, a těšil jsem se, jak si do vysílání pozvu třeba Marka Ebena a budu se chlubit, že jsem sice nebyl u něj na Plovárně, ale on byl u mě na pohovce.",2021-06-01 03:00:00,['Relax - Lidé'],Zajímavosti,Jaroslav Jiřička,lidovky.cz
300,Schůze poslanců k hlasování o nedůvěře vládě proběhne ve čtvrtek. Opozice získala potřebné podpisy,https://www.irozhlas.cz/zpravy-domov/vlada-andrej-babis-hlasovani-o-neduvere-opozice-snemovna_2106011054_tzr,"Schůze Poslanecké sněmovny k hlasování o nedůvěře menšinové vládě hnutí ANO a ČSSD se uskuteční ve čtvrtek od 9.00. Na tiskové konferenci to potvrdili zástupci koalicí Spolu (ODS, TOP 09, KDU-ČSL) a Piráti a STAN. Kabinet zatím nemá zajištěnou podporu.",2021-06-01 08:54:00,[],Zprávy z domova,,irozhlas.cz
301,"Ústavní soud dal šanci na odškodnění příbuzným ženy, která zemřela v nemocnici po císařském řezu",https://www.irozhlas.cz/zpravy-domov/ustavni-soud-cisarsky-rez-nejvyssi-soud_2106011047_pj,"Ústavní soud dal novou šanci na odškodnění pozůstalým po ženě, která zemřela v Nemocnici Jihlava po císařském řezu. Znovu bude rozhodovat Nejvyšší soud. Dosud se pozůstalí domáhali odškodnění marně. Podle verdiktu sice nemocnice nepostupovala správně, avšak mezi pochybením a smrtí pacientky nebyla příčinná souvislost.",2021-06-01 08:47:00,[],Zprávy z domova,,irozhlas.cz
302,"Nárok na PCR testy mají i očkovaní, na překročení limitu upozorní testovací místa, říká Kabátek",https://www.irozhlas.cz/zpravy-domov/zdenek-kabatek-vzp-plosne-testovani-covid-pcr-test_2106010906_tzr,"Čtyři antigenní a dva PCR testy za měsíc zdarma – to jsou od úterý nová pravidla pro testování na koronavirus. Na antigenní testy lidé mohli doteď bezplatně chodit jednou za tři dny, nově už jen jednou týdně. Snížení zájmu se ale neočekává. „(PCR test) má delší validitu a myslím si, že je to kvalitativně změna k lepšímu,“ řekl Radiožurnálu ředitel Všeobecné zdravotní pojišťovny (VZP) Zdeněk Kabátek.",2021-06-01 07:06:00,[],Zprávy z domova,,irozhlas.cz
303,ONLINE: Česko má za pondělí 514 případů covidu. Mění se pravidla pro bezplatné testování,https://www.irozhlas.cz/zpravy-domov/koronavirus-online-cesko-v-cesku-pcr-test-antigenni-test-irozhlas_2106010822_ako,"Laboratoře v Česku během pondělí odhalily 514 potvrzených případů koronaviru, tedy o čtvrtinu méně než před týdnem. Je to nejnižší pondělní nárůst od konce loňského srpna. Od úterý se také mění pravidla pro bezplatné testování na koronavirus. Nově jsou zdarma čtyři antigenní a dva PCR testy měsíčně.",2021-06-01 06:22:00,[],Zprávy z domova,,irozhlas.cz
304,"Výběr z médií: továrna na baterie do elektromobilů, staré garáže jako investice i čekání na operace",https://www.irozhlas.cz/zpravy-domov/vyber-z-medii-baterie-tovarna-garaze-operace_2106010653_pj,"V českém tisku se v úterý dočtete, že v Česku by se mohly začít vyrábět baterie do elektrických automobilů. O stavbě továrny na jejich produkci v současné době jedná vláda společně s automobilkami Volkswagen a Škoda Auto, píše Deník N. Ze starých garáží se podle deníku E15 stávají investiční nemovitosti. Představují možnost, jak uložit volné peníze a získat drobný příjem z pronájmu. Více se dočtete ve výběru z médií, který sestavil Radiožurnál.",2021-06-01 04:53:00,[],Zprávy z domova,,irozhlas.cz
