,title,link,summary,published,tags,category,credit,source
0,"Pokud chceme pandemii udržet pod kontrolou, je potřeba důsledně monitorovat výskyt mutací, říkají vědci",https://www.lidovky.cz/domov/pokud-chceme-pandemii-udrzet-pod-kontrolou-je-potreba-dusledne-monitorovat-vysk.A210528_222052_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Příznivý vývoj epidemie koronaviru v Česku lze podle odborníků udržet přes léto i na podzim nejen pokračováním očkování. Důležité je také zavést efektivní preventivní opatření, zejména důsledný monitoring nebezpečných variant viru, jako je indická nebo jihoafrická mutace. V dnešním prohlášení to uvedli vědci z iniciativy Sníh.",2021-05-28 20:20:00,['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz
1,"Hlavní manažer ANO pobíral neoprávněně plný zastupitelský plat. Chybu přiznává, peníze vrátí",https://www.lidovky.cz/domov/hlavni-manazer-ano-pobiral-podle-webu-neopravnene-plny-zastupitelsky-plat-chybu.A210528_205319_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Hlavní manažer hnutí ANO Jan Richter loni pobíral plný plat člena zastupitelstva Ústeckého kraje, ačkoliv měl jako poslanec dostávat jen 40 procent. Podle webu Deník N a serveru HlídacíPes.org to vyplývá z výsledku kontroly, kterou iniciovali ústečtí krajští zastupitelé. Richter potvrdil, že plat v plné výši skutečně dostával. Byl to podle něj omyl a peníze hodlá vrátit.",2021-05-28 18:53:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
2,"Vzpomeňme si, co udělaly bary loni v létě, mladí lidé nejsou zdaleka proočkovaní, varuje Smejkal před rozvolňováním",https://www.lidovky.cz/domov/prilisne-rozvolneni-muze-zpomalit-trend-klesajiciho-poctu-nakazenych-odbornici.A210528_200338_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Po zmírnění protiepidemických opatření, ke kterému vláda přistoupila kvůli rozsudku Nejvyššího správního soudu (NSS), může podle odborníků  pokles počtu nových případů zpomalit. Epidemiolog Petr Smejkal, který vede Mezioborovou skupinu pro epidemické situace (MeSES), varoval před opakováním loňské chyby.",2021-05-28 18:03:00,['Zprávy - Domov'],Zprávy z domova,Petr Lundák MAFRA,lidovky.cz
3,Poslední „Berdychovec“ je za mřížemi. Policie přivezla z USA zbývajícího člena nechvalně proslulého gangu,https://www.lidovky.cz/domov/policie-privezla-z-usa-posledniho-clena-tzv-berdychova-gangu-pripad-je-tak-po.A210528_184753_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Čeští kriminalisté přivezli z USA Jaromíra Prokopa, posledního člena takzvaného Berdychova gangu, odsouzeného za únos a smrt zlatníka z roku 1996 a loupežná přepadení dalších lidí. Na Twitteru to uvedla policie. Americká policie po spolupráci s českými vyšetřovateli Prokopa dopadla loni na jaře, český soud mu už dřív v jeho nepřítomnosti uložil 13,5 roku vězení.",2021-05-28 18:03:00,['Zprávy - Domov'],Zprávy z domova,Policie ČR,lidovky.cz
4,"Mezi Českem a sedmi zeměmi bude po první dávce očkování turistika bez omezení, oznámil Vojtěch",https://www.lidovky.cz/domov/mezi-ceskem-a-sedmi-zememi-bude-po-prvni-davce-ockovani-turistika-bez-omezeni-oznamil-vojtech.A210528_095541_ln_domov_libs#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Ze Slovenska, Polska, Německa, Rakouska, Maďarska a Slovinska a ze států s nízkým rizikem nákazy koronavirem bude možné přicestovat bez omezení 22 dní po první dávce vakcíny proti covidu-19, v případě jednodávkové vakcíny je to 14 dní. Na dotaz to uvedlo ministerstvo zahraničí.",2021-05-28 18:01:00,['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz
5,"Děti by se mohly očkovat od konce června, uvedla hygienička Svrčinová. Ředitelka SÚKL doplnila u nich priority",https://www.lidovky.cz/domov/vakcinace-deti-proti-covidu-je-dulezita-zejmena-pro-ty-co-trpi-poruchou-imunity.A210528_193030_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Očkování proti covidu-19 je důležité pro děti s onemocněním plic nebo trpící poruchou imunity, uvedla ředitelka Státního ústavu pro kontrolu léčiv (SÚKL) Irena Storová. Reagovala tak na stanovisko Evropské agentury pro léčivé přípravky (EMA), která doporučila nasazení vakcíny od firem Pfizer/BioNTech u dětí od 12 do 15 let. Dosud je tato očkovací látka proti novému typu koronaviru schválená pro lidi od 16 let.",2021-05-28 17:30:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
6,Volné cestování po první dávce očkování je plné trhlin. Státy za hranicemi to vidí jinak než Česko,https://www.lidovky.cz/domov/volne-cestovani-po-prvni-davce-ockovani-je-plne-trhlin-staty-za-hranicemi-to-vidi-jinak-nez-cesko.A210528_155552_ln_domov_liluj#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Ačkoli se Česko odvolává na reciprocitu se sousedy a slibuje volné cestování už po první dávce vakcíny, za hranicemi to vidí jinak. A většinou se striktně drží dvoudávkové politiky.",2021-05-28 16:00:00,['Zprávy - Domov'],Zprávy z domova,Pixabay.com,lidovky.cz
7,"Úplné rozvolnění, kvůli soudu vláda od pondělí otevírá vše, co bylo dosud zavřené. Od hospod až po solária",https://www.lidovky.cz/domov/uplne-rozvolneni-kvuli-soudu-vlada-od-pondeli-otevira-vse-co-bylo-dosud-zavrene-od-hospod-az-po-sola.A210528_161538_ln_domov_rkj#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Přestřižení posledních proticovidových provazů přichází o dva týdny dříve, než si vláda a odborníci přáli. Akceleraci návratu k normálu zařídil Nejvyšší správní soud. Bez odkladných účinků stanovil, že mimo nouzový stav nemůže ministerstvo zdravotnictví zavírat provozovny. Proto už od pondělí otevírá vše, co zbývá: hospody, diskotéky, krytá koupaliště či sauny. Zavřeno už nebude nic, fungování míst však okleští režimová pravidla.",2021-05-28 14:24:00,['Zprávy - Domov'],Zprávy z domova,Petr Lundák MAFRA,lidovky.cz
8,"Hamáček na vládě předloží postup, jak odškodnit obyvatele v okolí Vrbětic. Řešením by mohl být nový zákon",https://www.lidovky.cz/domov/hamacek-na-vlade-predlozi-postup-jak-odskodnit-obyvatele-v-okoli-vrbetic-resenim-by-mohl-byt-novy-za.A210528_143507_ln_domov_libs#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Ministr vnitra Jan Hamáček (ČSSD) v pondělí vládě předloží navrhovaný postup, jak odškodnit obyvatele v okolí Vrbětic na Zlínsku, kde v roce 2014 explodovaly dva muniční sklady. Nejjednodušším způsobem podle něj je speciální zákon schválený Parlamentem. Pokud vláda nalezne shodu, přistoupí vnitro k dalším krokům pro přípravu odškodňovacího zákona.",2021-05-28 14:02:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
9,"Mrhají nadšením vědců, říká o chování státu viroložka Ruth Tachezy",https://www.lidovky.cz/domov/mrhaji-nadsenim-vedcu-rika-o-statu-virolozka-ruth-tachezy.A210528_150108_ln_domov_liluj#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Výzkumný ústav BIOCEV už tři měsíce sekvenuje vzorky a hledá mutace covidu. Financuje si to sám, od státu zatím nedostal ani korunu. Mrhají chutí expertů pomáhat, říká v rozhovoru viroložka Ruth Tachezy.",2021-05-28 14:00:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
10,Restaurace i bazény se otevřou už od pondělí. Ministerstvo zdravotnictví nemá právo uzavírat služby,https://www.lidovky.cz/domov/cekame-tiskova-konference-po-mimoradnem-jednani-vlady-k-aktualni-epidemicke-situaci.A210528_083340_ln_domov_lros#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Vláda od pondělka výrazně rozvolní protiepidemická opatření. Otevřou se vnitřní prostory restaurací i dalších stravovacích zařízení, v provozu budou moci být i umělá koupaliště, sauny, wellness, kluby, diskotéky, herny a kasina. Budou však platit kapacitní limity, návštěvníci budou muset mít testy, potvrzení o očkování nebo prodělané nemoci covid-19 .",2021-05-28 13:19:00,['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz
11,"Kdy přijdou s očkováním na řadu teenageři? O datu by se mělo rozhodnout v neděli, říká Vojtěch",https://www.lidovky.cz/domov/o-datumu-kdy-se-otevrou-registrace-na-ockovani-pro-lidi-od-sestnacti-let-se-roz.A210528_150525_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"V neděli by se mělo rozhodnout, zda se od úterý 1. června spustí registrace pro celou kategorii lidí od 16 let, nebo například pro skupinu lidí od 25 do 29 let. Novinářům ve sněmovně to řekl ministr zdravotnictví Adam Vojtěch (za ANO). Dosud se očekávalo, že se budou od začátku června registrovat všichni lidé starší 16 let.",2021-05-28 13:05:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
12,"Volný tři a půl hodiny blokoval jednání sněmovny. Utnul ho až místopředseda Pikal tím, že odešel",https://www.lidovky.cz/domov/volny-tri-a-pul-hodiny-blokoval-jednani-snemovny-utnul-ho-az-mistopredseda-pikal.A210528_142529_ln_domov_lros#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Sněmovní schvalování předloh v pátek zablokovalo vystoupení nezařazeného poslance Lubomíra Volného. Jeho řeč při finálním kole projednávání vládního návrhu proti invazivním druhům rostlin a zvířat nezastavila ani upozornění předsedajícího schůze Vojtěcha Filipa (KSČM) například na to, že nemluví k věci.",2021-05-28 12:25:00,['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz
13,"Po výzvě vedení strany Feri vystoupil z TOP 09, než se prošetří jeho údajné násilné činy",https://www.lidovky.cz/domov/po-vyzve-vedeni-strany-feri-odstoupil-z-top-09-nez-se-prosetri-jeho-udajne-nasilne-ciny.A210528_133912_ln_domov_libs#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Dominik Feri vystoupil ze strany TOP 09. Uvedl to v tiskové zprávě mluvčí strany Vladan Vaněk. Strana ho v pátek dopoledne k vyzvala k přerušení členství v souvislosti s informacemi o tom, že údajně sexuálně obtěžoval několik žen.",2021-05-28 12:08:00,['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz
14,Poslankyně svolá mimořádnou schůzi ke zpřísnění trestů za násilné činy. Chce i maximální ochranu obětí,https://www.lidovky.cz/domov/poslankyne-svola-mimoradnou-schuzi-ke-zprisneni-trestu-za-nasilne-ciny-chce-i-maximalni-ochranu-obet.A210528_132325_ln_domov_libs#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Poslankyně ANO Barbora Kořanová sehnala podpisy pro svolání mimořádné schůze Sněmovny k legislativě, která zpřísní tresty za násilné trestné činy a k ochraně obětí, v pátek to sdělilo tiskové oddělení hnutí.",2021-05-28 11:23:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
15,Soud znovu osvobodil Shenara obžalovaného z krácení daní při prodeji svých firem ČEZu,https://www.lidovky.cz/domov/soud-znovu-osvobodil-shenara-obzalovaneho-z-kraceni-dani-pri-prodeji-firem-cezu.A210528_115521_ln_domov_libs#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Pražský městský soud v pátek znovu zprostil obžaloby někdejšího předsedu představenstva společnosti Amun.Re Martina Shenara, který čelí obžalobě z toho, že neodvedl daně při prodeji tří projektových společností energetické firmě ČEZ. Podle soudu se neprokázalo, že by se skutek vůbec stal. Shenar vinu od počátku odmítá, tvrdí, že zákon neporušil. Páteční rozsudek není pravomocný, státní zástupkyně se proti němu na místě odvolala. Shenar se práva na odvolání vzdal.",2021-05-28 09:55:00,['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz
16,"Zaměstnanci střední školy při ruské ambasádě musí požádat o povolení k pobytu v Česku, rozhodlo ministerstvo",https://www.lidovky.cz/domov/zamestnanci-stredni-skoly-pri-ruske-ambasade-musi-pozadat-o-pobytove-tituly-rozhodlo-ministerstvo.A210528_110344_ln_domov_libs#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Učitelé a další personál střední školy při ruském velvyslanectví v Praze si musí zažádat o pobytové tituly a řádně pracovat na území České republiky, jako je tomu v případě všech mezinárodních škol. V pátečním prohlášení to uvedlo ministerstvo zahraničí, které při vyřizování pobytových titulů pro zaměstnance školy nabídlo součinnost.",2021-05-28 09:03:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
17,"Předsednictvo TOP 09 vyzvalo Feriho, aby přerušil své členství ve straně",https://www.lidovky.cz/domov/predsednictvo-top-09-vyzvalo-feriho-aby-prerusil-sve-clenstvi-ve-strane.A210528_103721_ln_domov_libs#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Předsednictvo TOP 09 v pátek vyzvalo Dominika Feriho, aby přerušil své členství ve straně minimálně do doby, než se vyšetří jeho údajné násilné skutky. Strana to dnes uvedla v tiskové zprávě. Po uveřejnění svědectví několika žen, které Feriho obvinily ze sexuálního obtěžování a násilí, poslanec rezignoval na svůj mandát a nebude kandidovat v říjnových volbách.",2021-05-28 09:00:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
18,Ve čtvrtek přibylo 505 nakažených. Očkování v posledních dnech zrychlilo na 100 tisíc lidí denně,https://www.lidovky.cz/domov/ve-stredu-i-ctvrtek-bylo-denne-naockovanych-pres-100-000-lidi-stejny-pocet-mel-byt-ockovan-uz-po-vel.A210528_075838_ln_domov_libs#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Počet nově potvrzených případů nemoci covid-19 v Česku byl ve čtvrtek opět nejnižší za všední den od loňského 1. září. Přibylo 505 nakažených, což je zhruba o čtvrtinu méně než před týdnem. Zároveň ale oproti minulému čtvrtku klesl o třetinu počet testovaných na koronavirus. U některých kategorií testovaných tak mírně stoupl podíl odhalených případů nákazy. Vyplývá to z údajů na webu ministerstva zdravotnictví. Premiér Andrej Babiš (ANO) v pátek na Twitteru uvedl, že ve středu a čtvrtek bylo přes 100 000 očkovaných proti covidu-19 za den, což je rekordní množství.",2021-05-28 07:51:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
19,"Evropa zpozorněla kvůli mutaci, která decimuje Indii. V Česku je 13 případů a prověřují se vzorky z Českolipska",https://www.lidovky.cz/domov/evropa-zpozornela-kvuli-mutaci-ktera-decimuje-indii-v-cesku-bylo-zatim-zazname.A210527_201946_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Evropu trápí nová mutace koronaviru, tentokrát indická. Na území České republiky se potvrdila už ve třinácti případech, přičemž vědci aktuálně zkoumají další desítky podezřelých vzorků. Situace na Českolipsku se ale už podle hlavní hygieničky uklidnila.",2021-05-28 03:00:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
20,"Kdy skončí chladné jaro? Teploty budou o víkendu podprůměrné, příští týden slibuje zlepšení",https://www.lidovky.cz/domov/kdy-skonci-chladne-jaro-teploty-budou-o-vikendu-podprumerne-pristi-tyden-slibuje-zlepseni.A210527_173952_ln_domov_rkj#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Podprůměrné teploty, které v Česku panují s krátkým přerušením již více než měsíc, budou pokračovat i o nadcházejícím víkendu. Srážek by ale mělo být o něco méně než v průběhu pracovního týdne, hlavně v neděli se můžeme těšit na docela slunečné počasí.",2021-05-28 03:00:00,['Zprávy - Domov'],Zprávy z domova,Bradley Hook/Pexels,lidovky.cz
21,"Feriho kauza by mohla pomoci obětem, aby se nebály mluvit, míní socioložka. ‚Svědectví musíme brát vážně‘",https://www.lidovky.cz/domov/v-cesku-je-sexualni-nasili-stale-tabu-feriho-kauza-by-mohla-rozproudit-potrebnou-debatu-rika-sociolo.A210527_105522_ln_domov_livs#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"O sexuálním násilí se v České republice stále dostatečně nemluví, většina případů zůstává pod povrchem. Podle odbornic je na vině stereotypní prostředí, které oběti často shazuje, dále i špatně napsaný zákon a nízké tresty. Kauza bývalého poslance Dominika Feriho prý může pomoci nastartovat pozitivní změny.",2021-05-28 03:00:00,['Zprávy - Domov'],Zprávy z domova,Pixabay.com,lidovky.cz
22,"Na kandidátce by měl Feriho nahradit radní Prahy 2 Zuna, doporučilo vedení pražské TOP 09",https://www.lidovky.cz/domov/na-volebni-kandidatce-by-mel-feriho-nahradit-radni-prahy-2-zuna-doporucilo-vedeni-prazske-top-09.A210527_231052_ln_domov_vag#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Předsednictvo pražské organizace TOP 09 ve čtvrtek výkonný výbor strany vyzvalo, aby druhé místo kandidátů TOP 09 na pražské volební kandidátce koalice Spolu (ODS, KDU-ČSL a TOP 09) obsadil radní Prahy 2 Michal Zuna. Druhým kandidátem TOP 09 v metropoli by se tak stal namísto Dominika Feriho, který v úterý oznámil rezignaci na poslanecký mandát a neúčast ve volbách poté, co ho několik žen v médiích obvinilo ze sexuálního obtěžování a násilí.",2021-05-27 21:38:00,['Zprávy - Domov'],Zprávy z domova,TOP 09,lidovky.cz
23,"Feri byl jako malá strana, pro Spolu je nenahraditelný, míní expert. Načasování přijde řadě politiků podezřelé",https://www.lidovky.cz/domov/feri-byl-jako-mala-strana-pro-spolu-je-nenahraditelny-rika-odbornik-nacasovani-prijde-rade-politiku.A210527_183550_ln_domov_rkj#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Kvapný odchod Dominika Feriho (TOP 09) z poslaneckých lavic a z kandidátky pro říjnové sněmovní volby postavil koalici Spolu, již vedle „topky“ spolutvoří ještě ODS a lidovci, před nutnost patřičně upravit již rozjetou předvolební kampaň.",2021-05-27 21:10:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
24,‚Za ČSSD se stydíme.‘ Sociální demokraté ze Zdic opouštějí stranu a zakládají vlastní hnutí,https://www.lidovky.cz/domov/socialni-demokrate-ze-zdic-opousteji-cssd-a-zakladaji-vlastni-politicke-hnuti.A210527_223755_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Skoro tři desítky sociálních demokratů ze středočeské organizace ve Zdicích vystoupí k 30. červnu z ČSSD a zakládají vlastní lokální politické hnutí, napsal server Seznam Zprávy. Místostarosta Zdic a někdejší poslanec za ČSSD Richard Dolejš a jeho 26 spolustraníků zakládají hnutí Jistota a budoucnost pro Zdice.",2021-05-27 20:37:00,['Zprávy - Domov'],Zprávy z domova,Lidové noviny,lidovky.cz
25,"Praha schválila klimatický plán, opozice ho nepodpořila. Investici za 230 miliard chce získat hlavně z EU",https://www.lidovky.cz/domov/praha-schvalila-klimaticky-plan-opozice-ho-nepodporila-investici-ve-vysi-230-m.A210527_212902_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Praha má klimatický plán, podle kterého má do roku 2030 investovat 230 miliard korun do 69 opatření zaměřených na snížení emisí oxidu uhličitého v metropoli o 45 procent, k čemuž se město zavázalo v roce 2019. Dokument po čtyřhodinové diskusi schválili zastupitelé. Většinu peněz chce magistrát získat z evropských fondů. Většina zastupitelů opozičních ODS a ANO plán nepodpořila, vesměs argumentovali tím, že je nereálný a nedostatečně připravený.",2021-05-27 19:29:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
26,‚Ohrožuje nezávislost justice.‘ Stovky lidí protestovaly v Brně proti Benešové,https://www.lidovky.cz/domov/zhruba-300-lidi-v-brne-protestovalo-proti-ministryni-benesove-pozaduji-jeji-dem.A210527_210002_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Odhadem 300 lidí se v Brně zúčastnilo demonstrace požadující demisi ministryně spravedlnosti Marie Benešové (za ANO). Podle pořadatelů se snaží nabourat nezávislost české justice. Akce nazvaná „Necouvneme ani v Brně“ směřuje i proti premiérovi Andreji Babišovi (ANO) a Hradu. Akce se koná v 70 městech ČR. Akci v Brně pořádá Milion chvilek pro demokracii a Společně Brno.,2021-05-27 19:00:00,['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz
27,Zaorálek měl na D1 nehodu. Do jeho služebního superbu narazil bulharský kamion,https://www.lidovky.cz/domov/zaoralek-mel-na-d1-nehodu-do-jeho-sluzebniho-superbu-narazil-bulharsky-kamion.A210527_161727_ln_domov_vag#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Služební superb ministra kultury Lubomíra Zaorálka se na dálnici D1 srazil s kamionem. K nehodě došlo na 19. kilometru u Mnichovic směrem na Brno.,2021-05-27 14:47:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
28,Velká očkovací centra by podle ministra Vojtěcha měla fungovat nejméně do srpna,https://www.lidovky.cz/domov/velka-ockovaci-centra-by-podle-ministra-vojtecha-mela-fungovat-nejmene-do-srpna.A210527_162237_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Velká očkovací centra by měla fungovat nejméně do srpna, řekl poslancům ministr zdravotnictví Adam Vojtěch (ANO). Potom by stát podle něho měl více spoléhat na praktické lékaře a na menší očkovací místa v nemocnicích.",2021-05-27 14:22:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
29,"Prodej bytu Arenbergerovi prověřuje policie. Podle Hřiba by to měla řešit Praha 1, až pak magistrát",https://www.lidovky.cz/domov/prodej-bytu-arenbergerovi-by-podle-primatora-hriba-mela-nejdriv-resit-praha-1-a.A210527_161203_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Prodej bytu v Bolzanově ulici v Praze 1 již bývalému ministru zdravotnictví Petru Arenbergerovi (za ANO) by měl primárně řešit kontrolní výbor radnice Prahy 1, teprve potom by se jím měl zabývat kontrolní výbor magistrátu. Na jednání pražských zastupitelů to řekl primátor Zdeněk Hřib (Piráti).",2021-05-27 14:12:00,['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
30,Vakcína Pfizer dostala zelenou pro aplikaci u dětí od 12 do 15 let. Jde o první látku v Evropě s tímto doporučením,https://www.lidovky.cz/svet/ema-doporucila-nasazeni-vakciny-pfizer-biontech-proti-covidu-u-deti-v-rozmezi-12.A210528_164604_ln_zahranici_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,Evropská komise schválila nasazení vakcíny od firem Pfizer/BioNTech u dětí ve věku 12 až 15 let. Krok v pátek doporučil evropský lékový regulátor EMA.,2021-05-28 21:32:00,['Zprávy - Svět'],Zprávy ze světa,Profimedia,lidovky.cz
31,"Speciální komise k vyšetření nepokojů v americkém Kongresu nebude, republikáni její vznik zablokovali",https://www.lidovky.cz/svet/specialni-komise-k-vysetreni-nepokoju-v-americkem-kongresu-nebude-republikani-j.A210528_182648_ln_zahranici_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Republikáni v americkém Senátu podle očekávání zablokovali návrh na vytvoření vyšetřovací komise, která by se zabývala okolnostmi nepokojů ze 6. ledna. Společnou schůzi Kongresu k podzimním volbám hlavy státu tehdy narušil dav stoupenců tehdejšího prezidenta Donalda Trumpa odmítajícího výsledek voleb. Podle agentury AP vývoj v Senátu opět ukázal věrnost Republikánské strany jejímu poslednímu prezidentovi.",2021-05-28 20:26:00,['Zprávy - Svět'],Zprávy ze světa,Reuters,lidovky.cz
32,"Útočník ve Francii pobodal policistku. Zemřel při zatýkání, žena je nyní v nemocnici",https://www.lidovky.cz/svet/utocnik-ve-francii-pobodal-policistku-a-z-mista-cinu-utekl-zena-napadeni-prezila.A210528_123826_ln_zahranici_libs#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Na předměstí francouzského Nantes dopoledne vešel muž na policejní komisařství a pobodal policistku. Přibližně čtyřicetiletá žena má četná zranění, zejména na nohou a na rukou, není však v ohrožení života. Policie muže odpoledne zadržela na základě informací od svědků útoku. Muž byl při policejním zátahu postřelen, později svým zraněním podlehl.",2021-05-28 20:03:00,['Zprávy - Svět'],Zprávy ze světa,Reuters,lidovky.cz
33,"Putin kryje Lukašenkovi záda, vztah Ruska a Běloruska se neustále mění. Nyní mají navodit dojem, že jsou přátelé",https://www.lidovky.cz/svet/putin-kryje-lukasenkovi-zada-po-zapadnich-sankcich-proti-belorusku-se-tamni-rezim-vydal-na-pospas-mo.A210528_214058_ln_zahranici_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Už třikrát se letos sešli prezidenti Běloruska a Ruské federace Alexandr Lukašenko a Vladimir Putin. Na fotografiích, které bývají poté zveřejněny, nešetří ani jeden z nich úsměvy. Mají navodit dojem, že jsou přáteli.",2021-05-28 20:00:00,['Zprávy - Svět'],Zprávy ze světa,Reuters,lidovky.cz
34,V Británii začnou nově vpichovat vakcínu Johnson &Johnson. Počty nakažených zde mírně rostou,https://www.lidovky.cz/svet/pocty-nakazenych-v-britanii-mirne-rostou-nove-se-bude-v-zemi-ockovat-i-jednodav.A210528_211734_ln_zahranici_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Britské regulační úřady schválily k použití vakcínu proti covidu-19 od americké společnosti Johnson &amp;Johnson (J&amp;J). Jde tak o čtvrtou očkovací látku, která bude Britům dostupná; na rozdíl od již schválených preparátů firem Pfizer/BioNTech, Moderna a AstraZeneca však stačí vakcíny J&amp;J k plné imunizaci jen jedna dávka.",2021-05-28 19:17:00,['Zprávy - Svět'],Zprávy ze světa,Reuters,lidovky.cz
35,Ruska zadržená v Minsku s opozičním novinářem je podle advokáta v pořádku,https://www.lidovky.cz/svet/ruska-zadrzena-v-minsku-s-opozicnim-novinarem-je-podle-advokata-v-poradku.A210528_195236_ln_zahranici_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Ruska Sofija Sapegaová, zadržená v neděli v Minsku spolu s opozičním běloruským novinářem Ramanem Pratasevičem, je v pořádku. Podle agentury TASS to řekl právník Aljaksandr Filanovič, který rovněž sdělil, že mohl ženu poprvé od jejího zadržení navštívit její obhájce.",2021-05-28 17:52:00,['Zprávy - Svět'],Zprávy ze světa,ONLINER.BY via AP/ČTK,lidovky.cz
36,Johnson se sešel s Orbánem. V Londýně premiéři ‚prohlubovali vztahy‘ a domlouvali možnou spolupráci,https://www.lidovky.cz/svet/britsky-premier-johnson-se-v-londyne-setkal-se-svym-madarskym-protejskem-orbanem.A210528_191206_ln_zahranici_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Britský premiér Boris Johnson se ve svém sídle v Downing street sešel s maďarským premiérem Viktorem Orbánem. Johnson schůzku prezentoval jako prohlubování vztahů s členskými zeměmi Evropské unie. Čelil však také kritice, že si pro setkání vybral právě nacionalistu Orbána, jehož výroky a politika jsou často vnímány jako kontroverzní, píší světové agentury.",2021-05-28 17:12:00,['Zprávy - Svět'],Zprávy ze světa,AP Photo,lidovky.cz
